lat,lon,timezone,timezone_offset,dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather_id,weather_main,weather_desc,weather_icon
3.033,101.45,Asia/Kuala_Lumpur,28800,1739134800,1739143691,1739186929,25.09,25.69,1010,78,20.98,NA,20,10000,0.0,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736100000,1736119271,1736162299,26.24,26.24,1010,94,25.2,NA,20,9000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739196000,1739143691,1739186929,27.94,31.09,1011,74,22.87,NA,20,10000,1.54,150,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738076400,1738020450,1738063590,25.53,25.94,1013,69,19.43,NA,20,10000,1.54,110,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736128800,1736119271,1736162299,27.88,30.44,1012,70,21.9,NA,100,NA,1.5,40,804,Clouds,overcast clouds,04d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739214000,1739230088,1739273334,26.21,26.21,1011,74,21.21,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739552400,1739575668,1739618948,26.14,26.14,1012,89,24.18,NA,67,NA,2.94,33,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740787200,1740785102,1740828509,25.67,26.75,1011,94,24.63,NA,20,10000,0.0,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1742266800,1742253553,1742297127,30.19,33.84,1012,63,22.37,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737619200,1737588395,1737631503,28.26,31.78,1007,74,23.18,NA,20,10000,4.12,230,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741464000,1741476152,1741519637,26.42,26.42,1009,83,23.3,NA,20,9000,0.51,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736334000,1736292119,1736335153,28.62,31.91,1008,70,22.61,NA,20,10000,2.06,100,211,Thunderstorm,thunderstorm,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1735999200,1735946421,1735989443,26.69,29.78,1011,89,24.72,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738900800,1738884494,1738927708,29.89,33.86,1011,66,22.85,NA,43,NA,1.13,13,802,Clouds,scattered clouds,03d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738724400,1738711692,1738754891,26.76,28.39,1012,69,20.6,NA,20,10000,2.06,70,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737158400,1737156321,1737199400,25.55,26.62,1010,94,24.51,NA,20,10000,0.51,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741752000,1741735289,1741778803,33.51,37.66,1010,51,21.98,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739268000,1739230088,1739273334,29.94,33.97,1009,66,22.9,NA,20,10000,1.54,320,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738396800,1738366078,1738409246,29.07,33.87,1007,75,24.18,NA,91,NA,2.75,305,804,Clouds,overcast clouds,04d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741024800,1741044250,1741087686,26.91,30.38,1009,89,24.94,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738209600,1738193265,1738236420,29.47,30.43,1012,51,18.28,NA,20,10000,1.54,60,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739484000,1739489274,1739532546,26.46,26.46,1010,89,24.5,NA,20,8000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739970000,1739921235,1739964550,27.48,30.6,1011,78,23.3,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737406800,1737415568,1737458664,25.44,26.36,1008,89,23.49,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739998800,1740007625,1740050949,24.76,25.59,1010,88,22.64,NA,20,10000,0.0,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738839600,1738798094,1738841300,25.08,26.1,1007,94,24.05,NA,40,8000,2.06,190,200,Thunderstorm,thunderstorm with light rain,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738443600,1738452483,1738495659,25.64,26.3,1008,78,21.52,NA,20,9000,1.54,320,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741629600,1741648910,1741692415,26.47,26.47,1011,94,25.42,NA,20,10000,1.03,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736038800,1736032846,1736075871,26.41,26.41,1011,83,23.29,NA,20,9000,0.51,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736848800,1736810648,1736853707,27.28,31.42,1009,89,25.31,NA,40,5000,2.06,0,201,Thunderstorm,thunderstorm with rain,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736848800,1736810648,1736853707,27.28,31.42,1009,89,25.31,NA,40,5000,2.06,0,502,Rain,heavy intensity rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737666000,1737674808,1737717922,26.07,26.07,1008,94,25.03,NA,20,8000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737133200,1737156321,1737199400,26.26,26.26,1011,89,24.3,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741539600,1741562532,1741606026,27.13,31.57,1011,94,26.08,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736719200,1736724228,1736767283,25.35,25.85,1010,73,20.16,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738764000,1738711692,1738754891,26.97,28.72,1010,69,20.8,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740754800,1740698718,1740742116,27.84,30.0,1012,67,21.15,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741888800,1741908045,1741951579,26.21,26.21,1010,88,24.06,NA,100,NA,0.63,359,501,Rain,moderate rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736053200,1736032846,1736075871,31.36,34.35,1010,55,21.24,NA,20,10000,1.54,280,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738152000,1738106858,1738150005,27.8,29.26,1011,61,19.59,NA,20,10000,3.6,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1742144400,1742167177,1742210741,25.83,26.79,1010,89,23.88,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737626400,1737588395,1737631503,28.9,33.25,1007,74,23.8,NA,20,10000,2.57,230,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1735930800,1735946421,1735989443,25.81,27.06,1010,100,25.81,NA,20,7000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1742137200,1742080800,1742124354,25.94,26.91,1010,89,23.99,NA,20,10000,1.54,310,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741712400,1741735289,1741778803,26.68,30.26,1011,95,25.81,NA,20,10000,0.0,0,501,Rain,moderate rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740697200,1740698718,1740742116,25.32,26.36,1010,94,24.28,NA,20,10000,0.51,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739005200,1738970894,1739014116,30.42,33.22,1007,58,21.23,NA,40,10000,4.63,240,802,Clouds,scattered clouds,03d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740373200,1740353177,1740396538,30.54,34.35,1013,62,22.43,NA,20,10000,1.03,0,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738346400,1738366078,1738409246,26.16,26.16,1010,87,23.82,NA,100,NA,0.98,237,804,Clouds,overcast clouds,04n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741748400,1741735289,1741778803,32.96,37.72,1011,55,22.72,NA,20,10000,1.03,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736834400,1736810648,1736853707,30.29,32.98,1011,58,21.11,NA,40,10000,1.03,0,802,Clouds,scattered clouds,03d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737187200,1737156321,1737199400,28.82,32.34,1008,70,22.8,NA,20,10000,3.09,280,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739980800,1740007625,1740050949,26.71,29.34,1012,83,23.58,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739350800,1739316484,1739359739,31.19,34.75,1009,58,21.95,NA,20,10000,4.12,220,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741143600,1741130631,1741174077,29.27,33.33,1010,70,23.23,NA,20,10000,3.6,340,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739782800,1739748453,1739791751,28.36,33.56,1009,83,25.19,NA,58,NA,3.31,287,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739811600,1739834844,1739878151,26.06,26.06,1012,88,23.92,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740963600,1740957868,1741001294,26.7,29.81,1010,89,24.73,NA,20,10000,0.51,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740672000,1740698718,1740742116,27.28,29.53,1013,72,21.79,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739912400,1739921235,1739964550,25.62,26.09,1011,71,19.97,NA,20,9000,1.03,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740448800,1740439563,1740482933,27.81,29.71,1015,65,20.63,NA,20,10000,1.03,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737410400,1737415568,1737458664,24.92,25.92,1009,94,23.89,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737403200,1737415568,1737458664,25.67,26.62,1009,89,23.72,NA,20,10000,0.51,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737500400,1737501982,1737545084,25.4,26.45,1009,94,24.36,NA,20,9000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736024400,1736032846,1736075871,25.43,26.48,1010,94,24.39,NA,20,6000,0.51,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740088800,1740094014,1740137347,25.19,26.09,1010,89,23.25,NA,20,10000,0.51,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740333600,1740353177,1740396538,26.09,26.09,1013,89,24.13,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738994400,1738970894,1739014116,30.89,31.71,1010,46,17.93,NA,20,10000,2.06,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737360000,1737329153,1737372243,32.98,35.97,1007,49,20.84,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736330400,1736292119,1736335153,29.5,31.39,1008,57,20.09,NA,20,10000,1.54,240,211,Thunderstorm,thunderstorm,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736330400,1736292119,1736335153,29.5,31.39,1008,57,20.09,NA,20,10000,1.54,240,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740610800,1740612334,1740655722,25.75,26.55,1012,83,22.64,NA,20,10000,1.54,330,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737536400,1737501982,1737545084,28.75,32.9,1008,74,23.65,NA,100,NA,1.83,140,804,Clouds,overcast clouds,04d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741885200,1741908045,1741951579,26.88,30.2,1010,88,24.72,NA,100,NA,0.18,106,804,Clouds,overcast clouds,04n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739109600,1739057293,1739100523,27.95,31.11,1011,74,22.88,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736028000,1736032846,1736075871,25.66,26.74,1010,94,24.62,NA,20,7000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738540800,1738538887,1738582070,24.64,25.33,1009,83,21.56,NA,20,10000,0.51,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737442800,1737415568,1737458664,30.29,31.66,1008,51,19.03,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740906000,1740871485,1740914902,30.97,37.52,1006,70,24.85,NA,20,10000,5.66,260,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738648800,1738625290,1738668481,31.97,32.23,1010,40,16.69,NA,20,10000,2.06,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740394800,1740353177,1740396538,27.75,29.95,1010,68,21.3,NA,20,10000,1.03,0,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737259200,1737242737,1737285822,28.81,31.01,1011,62,20.8,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738623600,1738625290,1738668481,24.88,25.59,1010,83,21.79,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739257200,1739230088,1739273334,30.95,36.04,1010,65,23.6,NA,100,NA,1.7,271,804,Clouds,overcast clouds,04d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741021200,1741044250,1741087686,27.34,30.86,1010,83,24.2,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738425600,1738452483,1738495659,26.89,28.99,1011,74,21.86,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738699200,1738711692,1738754891,25.6,26.38,1010,83,22.5,NA,20,10000,1.03,0,501,Rain,moderate rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1741438800,1741389773,1741433248,27.34,31.6,1009,89,25.36,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1742184000,1742167177,1742210741,29.49,33.83,1012,70,23.44,NA,20,10000,3.6,180,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737273600,1737242737,1737285822,29.58,34.04,1008,70,23.53,NA,20,10000,2.06,260,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1739188800,1739143691,1739186929,28.14,32.13,1009,78,23.94,NA,20,10000,1.54,180,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738440000,1738452483,1738495659,25.93,26.51,1009,74,20.94,NA,20,9000,1.54,310,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740009600,1740007625,1740050949,25.1,25.96,1011,88,22.97,NA,20,10000,0.0,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738832400,1738798094,1738841300,27.08,30.22,1006,83,23.94,NA,20,8000,1.54,0,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740546000,1740525949,1740569328,30.99,33.0,1013,52,19.98,NA,20,10000,2.57,0,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736161200,1736119271,1736162299,26.74,28.57,1009,72,21.27,NA,20,10000,1.54,270,211,Thunderstorm,thunderstorm,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736161200,1736119271,1736162299,26.74,28.57,1009,72,21.27,NA,20,10000,1.54,270,502,Rain,heavy intensity rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736967600,1736983486,1737026555,26.17,26.17,1011,77,21.82,NA,20,7000,2.06,320,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737021600,1736983486,1737026555,27.81,32.99,1008,89,25.83,NA,20,10000,2.06,20,211,Thunderstorm,thunderstorm,11d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737021600,1736983486,1737026555,27.81,32.99,1008,89,25.83,NA,20,10000,2.06,20,501,Rain,moderate rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740967200,1740957868,1741001294,28.43,32.16,1011,74,23.35,NA,20,10000,1.03,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1738422000,1738366078,1738409246,27.35,29.87,1011,74,22.31,NA,20,10000,1.54,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737388800,1737415568,1737458664,26.8,29.55,1010,83,23.67,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1740290400,1740266790,1740310142,29.1,32.21,1012,66,22.1,NA,20,10000,1.54,0,501,Rain,moderate rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1736956800,1736983486,1737026555,25.56,26.63,1012,94,24.52,NA,40,5000,1.03,0,501,Rain,moderate rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1738951200,1738970894,1739014116,26.02,26.02,1011,89,24.06,NA,20,6000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739311200,1739316484,1739359739,25.74,26.69,1011,89,23.79,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736690400,1736637807,1736680858,26.23,26.23,1012,83,23.11,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1742119200,1742080800,1742124354,28.08,31.99,1007,78,23.88,NA,20,10000,2.57,340,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740218400,1740180402,1740223745,30.06,33.36,1009,62,21.98,NA,20,10000,2.57,320,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1735855200,1735859996,1735903015,26.12,26.12,1009,83,23.0,NA,20,10000,0.0,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736946000,1736897067,1736940131,26.73,28.55,1011,72,21.26,NA,20,9000,1.54,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737709200,1737674808,1737717922,27.94,31.8,1007,79,23.96,NA,20,10000,3.6,290,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741104000,1741130631,1741174077,27.47,31.97,1010,89,25.49,NA,20,9000,1.03,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1737921600,1737934040,1737977174,25.34,26.38,1008,94,24.3,NA,20,10000,0.0,0,500,Rain,light rain,10n
3.033,101.45,Asia/Kuala_Lumpur,28800,1736560800,1736551386,1736594432,25.14,26.01,1014,88,23.01,NA,20,10000,0.51,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741672800,1741648910,1741692415,30.42,34.1,1009,62,22.32,NA,20,10000,2.06,0,500,Rain,light rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1740452400,1740439563,1740482933,29.23,31.11,1015,58,20.12,NA,20,10000,2.57,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1741366800,1741389773,1741433248,27.29,30.73,1010,83,24.15,NA,20,10000,1.03,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1742209200,1742167177,1742210741,28.58,33.41,1007,79,24.58,NA,20,10000,1.54,250,501,Rain,moderate rain,10d
3.033,101.45,Asia/Kuala_Lumpur,28800,1737068400,1737069904,1737112978,24.45,25.25,1010,88,22.33,NA,20,10000,0.0,0,801,Clouds,few clouds,02n
3.033,101.45,Asia/Kuala_Lumpur,28800,1739674800,1739662061,1739705350,27.65,30.0,1012,70,21.68,NA,20,10000,1.54,0,801,Clouds,few clouds,02d
3.033,101.45,Asia/Kuala_Lumpur,28800,1735948800,1735946421,1735989443,25.63,26.7,1010,94,24.59,NA,20,9000,0.0,0,500,Rain,light rain,10d
